Text,Review-Activity,Season
"Great characters! great actors! Heartrending: I totally fell in love with the characters Michael Conally and Rory O'shea. What great actors! My kids couldn't believe that the actors weren't handicapped, and because I cared so much for the characters that the end was heart rending. I liked the alternate ending better than the movie release because of Michael's relationship with Rory's father, and it showed him in college.",REVIEW,NOT APPLICABLE
"dont buy this garbage: got the blue battery pack, and as listed above...IT DOES NOT HOLD CHARGE...once you unplug it from the charge wire, the controller shuts off.....DON NOT BUY, I REPEAT DO NOT BUY",REVIEW,NOT APPLICABLE
"Wish we had read some of these reviews before we left....: I was sorely disappointed in this LP travelbook! They are usually fantastic, but this one really misses the mark. We planned to hit Belize and Guatemala for our trip and thought this volume would be perfect. In total argeement with the first reviwer, this guide really lacks some important Belizean information.",REVIEW,NOT APPLICABLE
"Oh boy, this is awful: This is easily one of the worst soundtracks I have heard. Lots of faceless Radio Disney acts hack up major and minor 80's hits. Even the usually impeccable They Might Be Giants sound like they are calculating how many house payments their fee will cover. Search out the original versions of these songs to find out how they sound when played by musicians with talent.",REVIEW,NOT APPLICABLE
"Soft but Tough: This D & B case is buttery soft to the touch and the ""All Weather Leather"" stands up to the bumps and scuffs of everyday use. The case will stay open on your desk and is even flexible enough to be folded back on it's self. Now, if D & B would offer this as a zippered case. . .",REVIEW,NOT APPLICABLE
"INSPIRE YOUR BOYS TO READ!: It is so nice to see beginning reader books for boys. This book would fall into the catagory of a first chapter book. The chapters are only a couple of pages long, with large type and a picture every page or two. Girls will like it too, but my girl would be concerned about the flies (they get glued to a popsicle stick!). A nice book modeling doing something nice for someone else, in a funny, non-preachy way. This was the first of this series that we have read. I'll sure buy more! Thank you, Mr. Brouwer, for encouraging my son to read!",REVIEW,NOT APPLICABLE
"Skiing ,ice skating,snow ball fight",ACTIVITY,WINTER
Snowvball fight  Go sledding  Make a snow angel,ACTIVITY,WINTER
Hiking  Bonfires  Running,ACTIVITY,FALL
"Looks like fun but too repetitive: Got his for my 6 month old son because he was so interested in motion but he liked anything that was moving -BUT this. Every time you turn it on it starts playing roll, roll, roll the ball to the tune of ""row, row , row your boat."" when you push a button it doesn't automatically react. It has to finish it's iterneraey of songs and noises before it says ""triangle"" or ""1"" or whatever. Then when it finally does say what the button is you pushed it will start over again with all of the other series of noises. My son never even played with it. I would get it out to see if he would eventually find interest and he is interested in other toys but not this one. It's hardly been played with and it's going on the fritz. After it goe",REVIEW,NOT APPLICABLE
Going to the beach.    Staying warm.    Going to an indoor movie.,ACTIVITY,WINTER
"a horrible waste of talent, money, and my time: I have read a lot of accurate reviews here, i.e., the negative ones. There are not any elements of the film that succeed, other than technical ones, such as lighting and sound. Imagine all the effort, set design, practicing of lines, electricity, and people=hours in general that went into making this turd. As I said, a horrible waste.",REVIEW,NOT APPLICABLE
Go to Florida; stay indoors; wait for spring,ACTIVITY,WINTER
Disappointed: This toy was OK right up until some body gave Dora an extra manual twist... Now Dora does not twist or dance anymore... That is 50% of the fun. Her vocabulary is very limited. My husband threw away the box the next day and now I can not return it. One positive comment-My grand daughter did learn how to say Pink in spanish.,REVIEW,NOT APPLICABLE
Great slasher!: I love this movie! It may be independent/low budget but it's definitely a great slasherwith heaps of gore and great effects.,REVIEW,NOT APPLICABLE
"Staying INSIDE, staying warm and sleeping.",ACTIVITY,WINTER
"Ice skating, sledding, skiing",ACTIVITY,WINTER
"Hate this fountain.: This is the noisiest pet fountain I have owned. I have followed the directions very carefully and still, the noise is very unacceptable. And now in order to return it, I have to pay shipping and restocking fees!! Since I ordered the reservoir as well, and it was shipped from a second company, I would have to pay shipping and restocking to them, as well. I hate this product!! Do not buy this. No appliance in my home sounds as loud and irritating as this is!!",REVIEW,NOT APPLICABLE
primo toothpicks: These are absolutely the best toothpicks you'll ever use! Love the brush on one end and the tapered end on the other. These work great!,REVIEW,NOT APPLICABLE
"Skiing, Las Vegas, Florida",ACTIVITY,WINTER
fly travel eat and camping,ACTIVITY,WINTER
"Gardening, swimming, hiking",ACTIVITY,SUMMER
"Will Not Play on 4 Diff. Players ..: Four different machines can not read this movie ... Panasonic B.Ray .. Samsung B.Ray .. Philips STD.DVD ... Magnavox Std.DVD ... New or old, none can read it ????This is an 'Anchor Bay' version. Others may be OK ???",REVIEW,NOT APPLICABLE
"Enjoyable: In the same tradition as ""My Fractured Life"", ""I Dream of Microwaves"" is a fun stomping of Hollywood's B-list subculture. If you enjoyed ""My Fractured Life"" and ""Running With Scissors"" you should enjoy this.",REVIEW,NOT APPLICABLE
Raking leaves.  Thanksgiving.   Carving pumkins,ACTIVITY,FALL
"Fall decorating, Halloween costume shopping, my birthday",ACTIVITY,FALL
"staying indoors, walks in the snow, and cooking",ACTIVITY,WINTER
Looking at tree leaves  Thanksgiving and Christmas,ACTIVITY,FALL
Sledding  Reading  Snowball fight,ACTIVITY,WINTER
"Decorating, get togethers, skating",ACTIVITY,WINTER
Excellent Shoe: I have worn Easy spirit Women's shoes for years and they are really a good shoe.Gives good support and always fits well.,REVIEW,NOT APPLICABLE
Going to have a picnic at the beach    Seeing action/ adventure movies during the summer.    Road trips to Galina Illinois or to Madison Wisconsin.,ACTIVITY,SUMMER
"Memorably Great: I bought this album when I was 10 years old and probably listened to it a million times. Over time I varied my taste and hadn't heard blink-182 for about 5 or 6 years until very recently. The second Dumpweed came on all of my old memories of repeat listens flooded back. But this is not a nostalgia record. It is full of simple, incredibly catchy, pop songs. No its not ""punk"", but so what? Sure there are only about 4 chords in the whole album but its so short that they don't get old. On this album blink-182 never tries (except the slightly dumb Adam's Song) to be more than they are. This music is so devoid of pretentiousness that it is timeless gold. When I am 80 years old I will turn on blink-182 and remember the good old days.",REVIEW,NOT APPLICABLE
"To anybody who is getting the blu-ray version: To anybody who is getting the blu-ray version, can you please let me know if it has english subtitles or closed caption? I am deaf, thanks!",REVIEW,NOT APPLICABLE
Skiing  Snow tubing  Trips,ACTIVITY,WINTER
Watching baseball  Enjoying the outside  Gardening,ACTIVITY,SUMMER
"horrible, never sent it and never refunded my money: never sent me the makeup, never refunded my money, never heard anything else...contacting them is useless too. i love bioelements and recommend anything bioelements but will never order beauty bridge again.",REVIEW,NOT APPLICABLE
"Misleading, poorly written and boring....: ...need I say more?...the book is really about this middle aged writer with marital problems who conjures up this presumably at least partly true tale of finding the guy that has Einstein's brain in a jar and accompanying him on a trip to deliver the remains to Einstein's daughter...mostly it is a mechanism for the writer to expunge angst over his failing marriage...I believe most if not all of the ""adventures"" of the road trip are made up...and observing the author wallow in self-pity is boring...skip it!",REVIEW,NOT APPLICABLE
